Wall time,Step,Value
1672368242.4801035,0,0.8208578824996948
1672368244.1791725,1,0.8130081295967102
1672368245.4869819,2,0.8323521018028259
1672368247.0227695,3,0.8441267013549805
1672368248.626347,4,0.8295008540153503
1672368249.925884,5,0.8379136323928833
1672368251.116309,6,0.8286595344543457
1672368252.5532377,7,0.8471676707267761
1672368253.7700696,8,0.8412787318229675
1672368255.5807235,9,0.8499719500541687
1672368256.7695184,10,0.8356702327728271
1672368258.04246,11,0.8407179117202759
1672368259.6594124,12,0.8446438312530518
1672368261.3570971,13,0.8373527526855469
1672368263.4804847,14,0.8443634510040283
1672368265.1830363,15,0.8367919325828552
1672368266.9685194,16,0.8443634510040283
1672368269.136712,17,0.8435221314430237
1672368270.870839,18,0.8373527526855469
1672368272.8830416,19,0.8536174893379211
1672368274.9803681,20,0.8264161348342896
1672368276.5413713,21,0.8353897929191589
1672368278.4863017,22,0.836511492729187
1672368280.658432,23,0.8398765921592712
1672368282.42679,24,0.8421200513839722
1672368284.4429212,25,0.8480089902877808
1672368286.27539,26,0.8524957895278931
1672368287.9666572,27,0.8275378346443176
1672368289.9642951,28,0.8353897929191589
1672368291.9086337,29,0.8471676707267761
1672368293.5499477,30,0.8286595344543457
1672368295.1399763,31,0.8373527526855469
1672368296.9424713,32,0.8432417511940002
1672368298.836252,33,0.846045970916748
1672368300.3058734,34,0.8309029936790466
1672368302.4506161,35,0.8446438312530518
1672368304.7140565,36,0.8438025712966919
1672368306.5307648,37,0.830061674118042
1672368308.4111202,38,0.8331463932991028
1672368310.5732043,39,0.8454851508140564
1672368312.436252,40,0.8379136323928833
1672368314.5543394,41,0.8482893705368042
1672368316.246047,42,0.8409982919692993
1672368318.1070588,43,0.8381940722465515
1672368319.895347,44,0.8393157720565796
1672368321.9210417,45,0.841839611530304
1672368323.7388902,46,0.8491306900978088
1672368325.436342,47,0.8452047109603882
1672368327.4776595,48,0.8524957895278931
1672368329.2309148,49,0.8541783690452576
1672368331.1696281,50,0.8412787318229675
1672368333.1198094,51,0.8261357545852661
1672368335.1150093,52,0.8376331925392151
1672368336.5650268,53,0.8390353322029114
1672368338.724065,54,0.8210880756378174
1672368340.53859,55,0.8390353322029114
1672368342.30142,56,0.8432417511940002
1672368344.232093,57,0.8325855135917664
1672368346.103879,58,0.8395962119102478
1672368347.7790022,59,0.84492427110672
1672368349.3598998,60,0.8457655906677246
1672368351.2452142,61,0.8370723724365234
1672368352.7228904,62,0.8351093530654907
1672368354.086182,63,0.8362310528755188
1672368355.7552414,64,0.8278182744979858
1672368356.6309574,65,0.8123948574066162
1672368358.1190808,66,0.8482893705368042
1672368360.03539,67,0.8379136323928833
1672368361.5911517,68,0.8337072134017944
1672368363.4654493,69,0.8353897929191589
1672368365.3574524,70,0.8362310528755188
1672368367.0927858,71,0.8600673079490662
1672368368.1295695,72,0.8370723724365234
1672368369.0068688,73,0.7975322604179382
1672368370.4114978,74,0.8286595344543457
1672368372.2413542,75,0.8373527526855469
1672368373.7235866,76,0.8379136323928833
1672368375.2421222,77,0.8412787318229675
1672368376.4617636,78,0.8401570320129395
1672368378.0399325,79,0.8275378346443176
1672368379.2627077,80,0.8356702327728271
1672368380.8615572,81,0.8351093530654907
1672368382.3908916,82,0.8485698103904724
1672368384.090086,83,0.8499719500541687
1672368385.5554674,84,0.8258553147315979
1672368387.0623329,85,0.833426833152771
1672368388.9458501,86,0.838474452495575
1672368390.3076615,87,0.8550196290016174
1672368391.718042,88,0.8233314752578735
1672368393.3727953,89,0.8367919325828552
1672368394.84279,90,0.8224901556968689
1672368396.7318273,91,0.8438025712966919
1672368397.9540212,92,0.8289399743080139
1672368399.3846078,93,0.8387548923492432
1672368400.6993132,94,0.8236119151115417
1672368402.3188822,95,0.8555805087089539
1672368402.994555,96,0.8059450387954712
1672368404.5551057,97,0.8283791542053223
1672368406.2686207,98,0.8421200513839722
1672368407.4001577,99,0.8325855135917664
