Wall time,Step,Value
1672367169.472357,0,0.8127278089523315
1672367170.423482,1,0.8065601587295532
1672367171.9260354,2,0.809924304485321
1672367173.402004,3,0.8135688304901123
1672367174.5325227,4,0.7983735203742981
1672367175.7258973,5,0.7888390421867371
1672367177.0080476,6,0.8093101382255554
1672367178.2299576,7,0.8062254786491394
1672367179.2581327,8,0.8045428991317749
1672367180.2609005,9,0.7714526057243347
1672367181.202237,10,0.8062254786491394
1672367182.8211346,11,0.8006169199943542
1672367183.7755034,12,0.8034211993217468
1672367185.2197673,13,0.8157599568367004
1672367186.0136545,14,0.7983735203742981
1672367187.8649871,15,0.8230510354042053
1672367188.9004748,16,0.803701639175415
1672367190.0681913,17,0.8042624592781067
1672367191.2967558,18,0.8126752376556396
1672367192.5564082,19,0.7969713807106018
1672367193.358804,20,0.8070667386054993
1672367194.581262,21,0.803701639175415
1672367195.6386106,22,0.8118339776992798
1672367196.9099112,23,0.8022994995117188
1672367198.2053335,24,0.8098710179328918
1672367199.629353,25,0.8157599568367004
1672367200.9362574,26,0.7952888607978821
1672367202.2202365,27,0.7922041416168213
1672367203.5910566,28,0.8059450387954712
1672367204.5028422,29,0.8028603196144104
1672367205.985497,30,0.8174425363540649
1672367207.0345495,31,0.7930454015731812
1672367208.2352533,32,0.79725182056427
1672367209.3835645,33,0.7950084209442139
1672367210.7274983,34,0.7888390421867371
1672367212.1536376,35,0.8079079985618591
1672367213.350584,36,0.8101514577865601
1672367214.6975815,37,0.8042624592781067
1672367216.0059695,38,0.8017386198043823
1672367217.1749032,39,0.7745373249053955
1672367218.2624254,40,0.8073471784591675
1672367219.2022493,41,0.8073471784591675
1672367220.713787,42,0.8073471784591675
1672367221.9285944,43,0.8109927177429199
1672367222.9164214,44,0.7851935029029846
1672367224.214538,45,0.7938867211341858
1672367225.4651134,46,0.7978127002716064
1672367226.6825593,47,0.815199077129364
1672367228.327498,48,0.7980930805206299
1672367229.1893277,49,0.8107122778892517
1672367230.5643702,50,0.8174425363540649
1672367231.581257,51,0.8039820790290833
1672367232.9441943,52,0.7837913632392883
1672367234.2244642,53,0.8048233389854431
1672367235.2035491,54,0.803701639175415
1672367236.5405881,55,0.8093101382255554
1672367237.7562573,56,0.8073471784591675
1672367238.785988,57,0.8104318380355835
1672367240.2371573,58,0.8118339776992798
1672367241.8900158,59,0.8236119151115417
1672367242.6751676,60,0.7966909408569336
1672367243.8293383,61,0.7997756600379944
1672367244.9435086,62,0.8241727352142334
1672367245.7364185,63,0.8143578171730042
1672367246.6854277,64,0.8149186968803406
1672367248.1333752,65,0.8020190596580505
1672367249.3319874,66,0.805664598941803
1672367250.6645277,67,0.8143578171730042
1672367251.4229589,68,0.8104318380355835
1672367252.8388023,69,0.7952888607978821
1672367254.0176518,70,0.8034211993217468
1672367255.1477606,71,0.8146382570266724
1672367256.263475,72,0.7893998622894287
1672367257.1666694,73,0.8163208365440369
1672367258.4181168,74,0.7874369025230408
1672367259.6346443,75,0.8095905780792236
1672367260.7853227,76,0.8154795169830322
1672367261.5531924,77,0.7930454015731812
1672367262.8322601,78,0.8087493181228638
1672367264.0502713,79,0.7927650213241577
1672367265.463536,80,0.8109927177429199
1672367266.6858046,81,0.8180033564567566
1672367268.0313427,82,0.8146382570266724
1672367268.7695043,83,0.7978127002716064
1672367270.447268,84,0.8081884384155273
1672367271.5890923,85,0.7983735203742981
1672367272.675358,86,0.8202467560768127
1672367273.714286,87,0.8129556775093079
1672367275.015568,88,0.8093101382255554
1672367275.9601214,89,0.7936062812805176
1672367277.2214487,90,0.7952888607978821
1672367278.6897624,91,0.8022994995117188
1672367280.1621292,92,0.8224901556968689
1672367281.551764,93,0.8202467560768127
1672367282.6663468,94,0.794167160987854
1672367283.8013787,95,0.8123948574066162
1672367284.8345687,96,0.8048233389854431
1672367285.9491422,97,0.7795849442481995
1672367287.1031423,98,0.8171620965003967
1672367287.8803935,99,0.8104318380355835
