Wall time,Step,Value
1672367315.429608,1,0.8156999945640564
1672367340.585867,2,0.8338000178337097
1672367365.8644514,3,0.858299970626831
1672367392.779685,4,0.8722000122070312
1672367419.549875,5,0.8758999705314636
1672367445.8737924,6,0.8762999773025513
1672367471.288485,7,0.8626999855041504
1672367496.787265,8,0.8783000111579895
1672367522.6791155,9,0.8791999816894531
1672367548.5748637,10,0.8827999830245972
1672367574.834424,11,0.8770999908447266
1672367601.0938194,12,0.8792999982833862
1672367628.0949166,13,0.8798999786376953
1672367653.4240065,14,0.8707000017166138
1672367680.4410548,15,0.8762000203132629
1672367706.5215027,16,0.8726000189781189
1672367732.3947663,17,0.8639000058174133
1672367759.9204497,18,0.8824999928474426
1672367787.2186127,19,0.8758000135421753
1672367812.7768574,20,0.8837000131607056
1672367839.221504,21,0.8819000124931335
1672367866.1303754,22,0.8741000294685364
1672367892.5763147,23,0.8847000002861023
1672367919.3571844,24,0.8791000247001648
1672367945.4761152,25,0.8734999895095825
1672367971.129699,26,0.8830000162124634
1672367998.7624238,27,0.8845000267028809
1672368025.5799248,28,0.8783000111579895
1672368052.1759043,29,0.8600000143051147
1672368078.0931323,30,0.8808000087738037
1672368105.0429583,31,0.8816999793052673
1672368132.098445,32,0.8805000185966492
1672368158.3603408,33,0.8797000050544739
1672368185.3254328,34,0.8773000240325928
1672368211.6613815,35,0.8708999752998352
1672368237.924257,36,0.8677999973297119
1672368263.7842045,37,0.8708999752998352
1672368289.789716,38,0.8762000203132629
1672368316.1472208,39,0.8715999722480774
1672368342.2117732,40,0.8780999779701233
1672368368.6847348,41,0.8791999816894531
1672368395.475074,42,0.8672000169754028
1672368421.8121855,43,0.8797000050544739
1672368447.909515,44,0.8698999881744385
1672368474.4479678,45,0.8804000020027161
1672368500.3766055,46,0.8790000081062317
1672368526.07339,47,0.8794000148773193
1672368553.478852,48,0.8744000196456909
1672368579.1098282,49,0.8809000253677368
1672368605.3081524,50,0.8776999711990356
1672368632.5866559,51,0.8747000098228455
1672368659.9113548,52,0.8715999722480774
1672368685.9531436,53,0.8756999969482422
1672368712.7440271,54,0.8740000128746033
1672368738.9096668,55,0.8784000277519226
1672368765.1047401,56,0.8762000203132629
1672368791.2040615,57,0.8673999905586243
1672368816.8762467,58,0.8806999921798706
1672368844.409828,59,0.8693000078201294
1672368871.8422995,60,0.8668000102043152
1672368898.142644,61,0.8794000148773193
1672368924.0131726,62,0.875
1672368950.8571892,63,0.8766999840736389
1672368977.8596275,64,0.8823000192642212
1672369004.113289,65,0.8788999915122986
1672369030.8328736,66,0.883899986743927
1672369058.0842147,67,0.8711000084877014
1672369083.9259353,68,0.8712999820709229
1672369109.9018285,69,0.8774999976158142
1672369136.0173297,70,0.8824999928474426
1672369162.2166882,71,0.868399977684021
1672369189.7672274,72,0.8776999711990356
1672369215.9256923,73,0.8658999800682068
1672369242.971279,74,0.8733999729156494
1672369268.756356,75,0.8741000294685364
1672369295.7719824,76,0.8726999759674072
1672369321.9072454,77,0.8787000179290771
1672369348.570654,78,0.8761000037193298
1672369374.383621,79,0.8758999705314636
1672369399.841881,80,0.880299985408783
1672369425.5217812,81,0.8752999901771545
1672369452.185307,82,0.8762000203132629
1672369479.5066488,83,0.8802000284194946
1672369505.5439143,84,0.878600001335144
1672369531.8179667,85,0.8689000010490417
1672369559.0065434,86,0.8705000281333923
1672369585.7933328,87,0.8744999766349792
1672369613.0871108,88,0.8804000020027161
1672369639.651231,89,0.8838000297546387
1672369665.4518118,90,0.8787999749183655
1672369690.8600602,91,0.8870000243186951
1672369718.3202128,92,0.8773999810218811
1672369745.8517978,93,0.8817999958992004
1672369771.5268795,94,0.8737000226974487
1672369797.1730113,95,0.8723999857902527
1672369824.4648287,96,0.8788999915122986
1672369852.1014638,97,0.8797000050544739
1672369878.093322,98,0.8691999912261963
1672369905.0637627,99,0.8737000226974487
1672369931.5649602,100,0.8801000118255615
