Wall time,Step,Value
1672367169.4719472,0,0.694768488407135
1672367170.4230452,1,0.6834214925765991
1672367171.9256492,2,0.6848222613334656
1672367173.4016776,3,0.6959157586097717
1672367174.532026,4,0.6856621503829956
1672367175.7254667,5,0.6748409271240234
1672367177.0076356,6,0.6873281598091125
1672367178.2294154,7,0.6930594444274902
1672367179.2577837,8,0.6990082859992981
1672367180.2604604,9,0.6540803909301758
1672367181.201816,10,0.6896687150001526
1672367182.8207896,11,0.6775768995285034
1672367183.7749014,12,0.6850400567054749
1672367185.219274,13,0.7013685703277588
1672367186.0130987,14,0.6794549822807312
1672367187.8645315,15,0.7113845944404602
1672367188.9000256,16,0.6759505867958069
1672367190.067736,17,0.6868597865104675
1672367191.2961626,18,0.6941046714782715
1672367192.5558848,19,0.6832624673843384
1672367193.3583927,20,0.6800622344017029
1672367194.5803242,21,0.6735013723373413
1672367195.638092,22,0.6960541009902954
1672367196.9095554,23,0.6972576975822449
1672367198.2049587,24,0.6846673488616943
1672367199.628984,25,0.6899374127388
1672367200.9358284,26,0.6835706233978271
1672367202.2198336,27,0.669263482093811
1672367203.5906494,28,0.6885272264480591
1672367204.5025234,29,0.6830585598945618
1672367205.9851146,30,0.6993542909622192
1672367207.03417,31,0.667100191116333
1672367208.234848,32,0.6648303270339966
1672367209.3831708,33,0.6795636415481567
1672367210.7271295,34,0.6599389910697937
1672367212.1533043,35,0.6944900155067444
1672367213.3502564,36,0.6929317116737366
1672367214.6972413,37,0.6876413226127625
1672367216.0055823,38,0.6750930547714233
1672367217.1745336,39,0.6488044857978821
1672367218.262033,40,0.6888054013252258
1672367219.201796,41,0.6867338418960571
1672367220.7134519,42,0.6945849061012268
1672367221.9281702,43,0.6912444829940796
1672367222.9160392,44,0.6612603664398193
1672367224.2141576,45,0.6653223633766174
1672367225.464777,46,0.671384871006012
1672367226.6821623,47,0.6938397884368896
1672367228.327105,48,0.6904897093772888
1672367229.188635,49,0.6991873979568481
1672367230.5637453,50,0.7042888402938843
1672367231.5808954,51,0.6897205114364624
1672367232.9438086,52,0.6685428023338318
1672367234.224055,53,0.6859805583953857
1672367235.203157,54,0.6829954981803894
1672367236.5401917,55,0.6819693446159363
1672367237.7558818,56,0.6865429282188416
1672367238.7855978,57,0.6908355951309204
1672367240.2368197,58,0.6976912021636963
1672367241.8896503,59,0.7043949365615845
1672367242.6747758,60,0.6741034984588623
1672367243.82895,61,0.6869958639144897
1672367244.9431248,62,0.7098396420478821
1672367245.7360249,63,0.6949297785758972
1672367246.6850667,64,0.7032975554466248
1672367248.1330087,65,0.6865004897117615
1672367249.3316207,66,0.6844128966331482
1672367250.6641355,67,0.6923108100891113
1672367251.4224982,68,0.6871119141578674
1672367252.838412,69,0.6801226735115051
1672367254.0172923,70,0.6853224039077759
1672367255.1472533,71,0.7002271413803101
1672367256.2630424,72,0.6710120439529419
1672367257.166286,73,0.6985360980033875
1672367258.4176242,74,0.671052098274231
1672367259.6341555,75,0.6931991577148438
1672367260.7849872,76,0.700211226940155
1672367261.5525677,77,0.6750577092170715
1672367262.8318772,78,0.6831566691398621
1672367264.049854,79,0.6631518602371216
1672367265.4631627,80,0.6964635848999023
1672367266.685469,81,0.7002915143966675
1672367268.0308967,82,0.6980634331703186
1672367268.7690945,83,0.6848611235618591
1672367270.44668,84,0.6885761618614197
1672367271.5884492,85,0.6670666337013245
1672367272.6746764,86,0.70522540807724
1672367273.7138526,87,0.6872923374176025
1672367275.0151212,88,0.6945825219154358
1672367275.9595835,89,0.676859438419342
1672367277.2211154,90,0.6777591705322266
1672367278.6893053,91,0.6796275973320007
1672367280.161799,92,0.7028946280479431
1672367281.5509913,93,0.6969601511955261
1672367282.665921,94,0.6744282841682434
1672367283.8010085,95,0.6936878561973572
1672367284.8341045,96,0.6855740547180176
1672367285.948738,97,0.6616860032081604
1672367287.102766,98,0.7064443230628967
1672367287.8798585,99,0.6859235167503357
